AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 02,Fortaleza,Quarta,2011-04-06,13,0.0318,Cocaína
AIS 04,Fortaleza,Quinta,2011-04-07,12,0.026,Maconha
AIS 10,Fortaleza,Quinta,2011-04-07,11,0.0002,Cocaína
AIS 08,Fortaleza,Quinta,2011-04-07,13,0.026,Maconha
AIS 02,Fortaleza,Sexta,2011-04-08,19,21.93,Maconha
AIS 04,Fortaleza,Sexta,2011-04-08,19,0.003,Crack
AIS 04,Fortaleza,Sexta,2011-04-08,19,0.002,Cocaína
AIS 10,Fortaleza,Sexta,2011-04-08,19,0.1235,Crack
AIS 10,Fortaleza,Sexta,2011-04-08,19,0.017,Cocaína
AIS 05,Fortaleza,Sexta,2011-04-08,22,0.018,Maconha
AIS 04,Fortaleza,Sexta,2011-04-08,10,0.016,Cocaína
AIS 04,Fortaleza,Sábado,2011-04-09,15,0.0005,Maconha
AIS 08,Fortaleza,Sábado,2011-04-09,17,0.003,Maconha
AIS 09,Fortaleza,Sábado,2011-04-09,18,0.0162,Maconha
AIS 03,Fortaleza,Sábado,2011-04-09,13,0.07,Maconha
AIS 01,Fortaleza,Sábado,2011-04-09,20,0.005,Maconha
AIS 03,Fortaleza,Sábado,2011-04-09,13,0.042,Maconha
AIS 09,Fortaleza,Sábado,2011-04-09,23,0.0005,Crack
AIS 03,Fortaleza,Sábado,2011-04-09,09,0.0037,Crack
AIS 10,Fortaleza,Sábado,2011-04-09,17,0.002,Crack
AIS 01,Fortaleza,Domingo,2011-04-10,19,0.006,Maconha
AIS 05,Fortaleza,Domingo,2011-04-10,19,0.003,Maconha
AIS 05,Fortaleza,Domingo,2011-04-10,19,0.001,Maconha
AIS 03,Fortaleza,Domingo,2011-04-10,23,0.0425,Cocaína
AIS 02,Fortaleza,Domingo,2011-04-10,00,0.15,Maconha
AIS 08,Fortaleza,Domingo,2011-04-10,10,0.08,Maconha
AIS 08,Fortaleza,Domingo,2011-04-10,10,0.077,Maconha
AIS 08,Fortaleza,Domingo,2011-04-10,10,0.003,Crack
AIS 01,Fortaleza,Domingo,2011-04-10,21,0.008,Maconha
AIS 01,Fortaleza,Domingo,2011-04-10,13,0.003,Maconha
AIS 01,Fortaleza,Domingo,2011-04-10,21,0.001,Crack
AIS 01,Fortaleza,Domingo,2011-04-10,00,0.007,Cocaína
AIS 06,Fortaleza,Domingo,2011-04-10,02,0.02,Crack
AIS 03,Fortaleza,Segunda,2011-04-11,01,0.043,Cocaína
AIS 05,Fortaleza,Segunda,2011-04-11,13,0.0175,Crack
AIS 05,Fortaleza,Terça,2011-04-12,16,0.022,Maconha
AIS 08,Fortaleza,Terça,2011-04-12,19,0.2,Maconha
AIS 08,Fortaleza,Terça,2011-04-12,14,0.0098,Cocaína
AIS 08,Fortaleza,Terça,2011-04-12,14,0.0062,Crack
AIS 04,Fortaleza,Terça,2011-04-12,13,0.012,Crack
AIS 04,Fortaleza,Terça,2011-04-12,22,0.005,Crack
AIS 10,Fortaleza,Terça,2011-04-12,17,0.001,Maconha
AIS 05,Fortaleza,Quarta,2011-04-13,15,0.18,Maconha
AIS 05,Fortaleza,Quarta,2011-04-13,15,0.009,Crack
AIS 06,Fortaleza,Quarta,2011-04-13,17,0.002,Crack
AIS 01,Fortaleza,Quarta,2011-04-13,18,0.009,Cocaína
AIS 01,Fortaleza,Quarta,2011-04-13,18,0.008,Crack
AIS 01,Fortaleza,Quarta,2011-04-13,18,0.005,Maconha
AIS 01,Fortaleza,Quarta,2011-04-13,16,0.003,Maconha
AIS 01,Fortaleza,Quarta,2011-04-13,16,0.0009,Cocaína
AIS 02,Fortaleza,Quinta,2011-04-14,10,0.006,Crack
AIS 01,Fortaleza,Quinta,2011-04-14,17,0.001,Maconha
AIS 03,Fortaleza,Quinta,2011-04-14,21,0.005,Cocaína
AIS 03,Fortaleza,Quinta,2011-04-14,20,0.005,Cocaína
AIS 09,Fortaleza,Quinta,2011-04-14,20,0.001,Crack
AIS 06,Fortaleza,Quinta,2011-04-14,11,0.008,Crack
AIS 05,Fortaleza,Quinta,2011-04-14,13,0.0028,Crack
AIS 01,Fortaleza,Quinta,2011-04-14,16,0.089,Crack
AIS 01,Fortaleza,Quinta,2011-04-14,16,0.005,Maconha
AIS 01,Fortaleza,Quinta,2011-04-14,16,0.002,Cocaína
AIS 01,Fortaleza,Sexta,2011-04-15,15,0.123,Crack
AIS 01,Fortaleza,Sexta,2011-04-15,15,0.004,Maconha
AIS 09,Fortaleza,Sexta,2011-04-15,20,0.015,Cocaína
AIS 10,Fortaleza,Sexta,2011-04-15,14,0.002,Cocaína
AIS 10,Fortaleza,Sexta,2011-04-15,14,0.001,Maconha
AIS 09,Fortaleza,Sexta,2011-04-15,21,0.016,Crack
AIS 10,Fortaleza,Sexta,2011-04-15,15,0.002,Cocaína
AIS 10,Fortaleza,Sexta,2011-04-15,15,0.001,Maconha
AIS 10,Fortaleza,Sábado,2011-04-16,17,0.031,Maconha
AIS 10,Fortaleza,Sábado,2011-04-16,11,0.008,Crack
AIS 01,Fortaleza,Sábado,2011-04-16,11,0.01,Crack
AIS 05,Fortaleza,Sábado,2011-04-16,03,0.0082,Cocaína
AIS 05,Fortaleza,Sábado,2011-04-16,03,0.0008,Maconha
AIS 10,Fortaleza,Domingo,2011-04-17,20,0.029,Crack
AIS 05,Fortaleza,Domingo,2011-04-17,10,0.1,Cocaína
AIS 05,Fortaleza,Domingo,2011-04-17,10,0.034,Cocaína
AIS 05,Fortaleza,Domingo,2011-04-17,10,0.004,Maconha
AIS 05,Fortaleza,Domingo,2011-04-17,10,0.002,Crack
AIS 04,Fortaleza,Segunda,2011-04-18,13,0.024,Crack
AIS 07,Fortaleza,Segunda,2011-04-18,16,0.011,Cocaína
AIS 07,Fortaleza,Segunda,2011-04-18,18,0.001,Crack
AIS 10,Fortaleza,Segunda,2011-04-18,23,0.031,Crack
AIS 10,Fortaleza,Segunda,2011-04-18,23,0.017,Maconha
AIS 10,Fortaleza,Segunda,2011-04-18,23,0.006,Cocaína
AIS 09,Fortaleza,Segunda,2011-04-18,20,0.021,Crack
AIS 10,Fortaleza,Segunda,2011-04-18,16,0.001,Maconha
AIS 08,Fortaleza,Segunda,2011-04-18,18,0.02,Maconha
AIS 08,Fortaleza,Segunda,2011-04-18,20,0.008,Crack
AIS 04,Fortaleza,Terça,2011-04-19,18,0.008,Crack
AIS 04,Fortaleza,Terça,2011-04-19,18,0.001,Maconha
AIS 04,Fortaleza,Terça,2011-04-19,01,0.001,Crack
AIS 05,Fortaleza,Terça,2011-04-19,01,0.006,Crack
AIS 01,Fortaleza,Terça,2011-04-19,15,0.021,Cocaína
AIS 02,Fortaleza,Quarta,2011-04-20,15,0.06,Crack
AIS 07,Fortaleza,Quarta,2011-04-20,19,0.015,Maconha
AIS 07,Fortaleza,Quarta,2011-04-20,19,0.004,Crack
AIS 05,Fortaleza,Quarta,2011-04-20,05,0.48,Maconha
AIS 03,Fortaleza,Quinta,2011-04-21,18,0.007,Cocaína
AIS 06,Fortaleza,Quinta,2011-04-21,11,5.3,Maconha
AIS 04,Fortaleza,Quinta,2011-04-21,19,0.032,Crack
AIS 04,Fortaleza,Quinta,2011-04-21,19,0.008,Cocaína
AIS 10,Fortaleza,Quinta,2011-04-21,20,0.045,Maconha
AIS 10,Fortaleza,Quinta,2011-04-21,20,0.045,Maconha
AIS 05,Fortaleza,Quinta,2011-04-21,15,0.662,Maconha
AIS 07,Fortaleza,Quinta,2011-04-21,10,0.049,Maconha
AIS 10,Fortaleza,Quinta,2011-04-21,10,0.014,Cocaína
AIS 01,Fortaleza,Quinta,2011-04-21,15,0.0002,Maconha
AIS 02,Fortaleza,Quinta,2011-04-21,10,5.02,Maconha
AIS 04,Fortaleza,Sexta,2011-04-22,13,0.04,Cocaína
AIS 09,Fortaleza,Sexta,2011-04-22,15,0.0215,Crack
AIS 01,Fortaleza,Sexta,2011-04-22,17,0.007,Maconha
AIS 03,Fortaleza,Sexta,2011-04-22,23,0.08,Crack
AIS 09,Fortaleza,Sexta,2011-04-22,16,0.004,Cocaína
AIS 01,Fortaleza,Sexta,2011-04-22,11,0.001,Maconha
AIS 02,Fortaleza,Sábado,2011-04-23,16,0.05,Maconha
AIS 03,Fortaleza,Sábado,2011-04-23,00,0.08,Crack
AIS 07,Fortaleza,Sábado,2011-04-23,23,0.001,Crack
AIS 06,Fortaleza,Domingo,2011-04-24,15,0.0045,Cocaína
AIS 10,Fortaleza,Segunda,2011-04-25,10,0.001,Maconha
AIS 02,Fortaleza,Segunda,2011-04-25,12,0.002,Maconha
AIS 09,Fortaleza,Segunda,2011-04-25,10,0.0015,Maconha
AIS 01,Fortaleza,Segunda,2011-04-25,00,0.0002,Crack
AIS 01,Fortaleza,Segunda,2011-04-25,02,0.0002,Crack
AIS 06,Fortaleza,Segunda,2011-04-25,17,0.05,Crack
AIS 06,Fortaleza,Segunda,2011-04-25,09,0.0005,Cocaína
AIS 06,Fortaleza,Segunda,2011-04-25,09,0.0005,Crack
AIS 10,Fortaleza,Segunda,2011-04-25,11,0.042,Cocaína
AIS 10,Fortaleza,Segunda,2011-04-25,11,0.022,Maconha
AIS 05,Fortaleza,Segunda,2011-04-25,09,0.01,Maconha
AIS 03,Fortaleza,Terça,2011-04-26,21,1e-05,Crack
AIS 09,Fortaleza,Terça,2011-04-26,05,0.032,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Terça,2011-04-26,18,0.008,Maconha
AIS 10,Fortaleza,Terça,2011-04-26,15,0.0005,Cocaína
AIS 06,Fortaleza,Terça,2011-04-26,17,0.002,Maconha
AIS 06,Fortaleza,Quarta,2011-04-27,04,0.0445,Maconha
AIS 06,Fortaleza,Quarta,2011-04-27,04,0.0057,Cocaína
AIS 03,Fortaleza,Quarta,2011-04-27,14,0.018,Crack
AIS 01,Fortaleza,Quinta,2011-04-28,10,0.0016,Crack
AIS 04,Fortaleza,Quinta,2011-04-28,10,0.137,Maconha
AIS 04,Fortaleza,Quinta,2011-04-28,11,0.1,Maconha
AIS 04,Fortaleza,Quinta,2011-04-28,10,0.034,Crack
AIS 07,Fortaleza,Quinta,2011-04-28,10,0.102,Cocaína
AIS 04,Fortaleza,Quinta,2011-04-28,10,0.026,Crack
AIS 10,Fortaleza,Quinta,2011-04-28,01,0.004,Maconha
AIS 09,Fortaleza,Quinta,2011-04-28,18,0.02,Cocaína
AIS 04,Fortaleza,Sexta,2011-04-29,21,0.011,Cocaína
AIS 02,Fortaleza,Sábado,2011-04-30,10,0.0017,Maconha
AIS 08,Fortaleza,Domingo,2011-05-01,23,0.0028,Crack
AIS 03,Fortaleza,Domingo,2011-05-01,07,0.0028,Maconha
AIS 05,Fortaleza,Domingo,2011-05-01,16,0.501,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-01,23,0.748,Maconha
AIS 06,Fortaleza,Domingo,2011-05-01,14,0.0045,Maconha
AIS 08,Fortaleza,Segunda,2011-05-02,00,0.4975,Cocaína
AIS 06,Fortaleza,Segunda,2011-05-02,21,0.048,Maconha
AIS 08,Fortaleza,Segunda,2011-05-02,13,0.045,Crack
AIS 01,Fortaleza,Segunda,2011-05-02,19,0.0012,Crack
AIS 07,Fortaleza,Segunda,2011-05-02,11,0.03,Crack
AIS 08,Fortaleza,Terça,2011-05-03,12,495.0,Maconha
AIS 03,Fortaleza,Terça,2011-05-03,17,0.141,Maconha
AIS 07,Fortaleza,Terça,2011-05-03,17,0.0046,Crack
AIS 07,Fortaleza,Terça,2011-05-03,14,0.01,Crack
AIS 07,Fortaleza,Terça,2011-05-03,15,0.76,Maconha
AIS 06,Fortaleza,Terça,2011-05-03,14,0.0016,Maconha
AIS 09,Fortaleza,Terça,2011-05-03,14,0.004,Maconha
AIS 05,Fortaleza,Terça,2011-05-03,19,6.87,Maconha
AIS 05,Fortaleza,Terça,2011-05-03,15,0.013,Maconha
AIS 08,Fortaleza,Quarta,2011-05-04,16,0.0023,Maconha
AIS 05,Fortaleza,Quarta,2011-05-04,23,0.013,Cocaína
AIS 08,Fortaleza,Quinta,2011-05-05,17,0.0035,Crack
AIS 08,Fortaleza,Quinta,2011-05-05,17,0.0021,Maconha
AIS 03,Fortaleza,Quinta,2011-05-05,03,0.141,Cocaína
AIS 03,Fortaleza,Quinta,2011-05-05,03,0.02,Crack
AIS 06,Fortaleza,Quinta,2011-05-05,07,0.003,Crack
AIS 06,Fortaleza,Quinta,2011-05-05,08,0.003,Maconha
AIS 07,Fortaleza,Quinta,2011-05-05,22,0.0046,Cocaína
AIS 09,Fortaleza,Quinta,2011-05-05,06,0.05,Maconha
AIS 06,Fortaleza,Quinta,2011-05-05,02,1e-05,Crack
AIS 06,Fortaleza,Quinta,2011-05-05,19,44.0,Maconha
AIS 09,Fortaleza,Quinta,2011-05-05,19,1.6,Cocaína
AIS 09,Fortaleza,Quinta,2011-05-05,06,0.00525,Crack
AIS 05,Fortaleza,Quinta,2011-05-05,12,0.439,Crack
AIS 05,Fortaleza,Sexta,2011-05-06,23,0.017,Cocaína
AIS 05,Fortaleza,Sexta,2011-05-06,21,0.015,Cocaína
AIS 05,Fortaleza,Sexta,2011-05-06,21,0.006,Crack
AIS 05,Fortaleza,Sexta,2011-05-06,21,0.002,Cocaína
AIS 07,Fortaleza,Sexta,2011-05-06,10,0.005,Maconha
AIS 03,Fortaleza,Sábado,2011-05-07,20,0.075,Cocaína
AIS 03,Fortaleza,Sábado,2011-05-07,17,0.001,Crack
AIS 04,Fortaleza,Sábado,2011-05-07,10,0.004,Cocaína
AIS 06,Fortaleza,Sábado,2011-05-07,21,0.017,Crack
AIS 05,Fortaleza,Sábado,2011-05-07,16,0.35,Cocaína
AIS 05,Fortaleza,Sábado,2011-05-07,16,0.015,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-08,16,0.0052,Maconha
AIS 06,Fortaleza,Domingo,2011-05-08,13,0.002,Cocaína
AIS 06,Fortaleza,Domingo,2011-05-08,16,0.002,Crack
AIS 02,Fortaleza,Domingo,2011-05-08,08,0.02,Crack
AIS 08,Fortaleza,Domingo,2011-05-08,22,2.0,Maconha
AIS 04,Fortaleza,Domingo,2011-05-08,10,0.1,Cocaína
AIS 04,Fortaleza,Domingo,2011-05-08,13,0.016,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-08,16,0.184,Maconha
AIS 07,Fortaleza,Domingo,2011-05-08,16,0.016,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-08,17,0.001,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-08,16,0.6,Cocaína
AIS 08,Fortaleza,Segunda,2011-05-09,16,0.1285,Maconha
AIS 08,Fortaleza,Segunda,2011-05-09,16,0.0027,Cocaína
AIS 05,Fortaleza,Segunda,2011-05-09,19,0.024,Crack
AIS 05,Fortaleza,Segunda,2011-05-09,19,0.013,Cocaína
AIS 03,Fortaleza,Terça,2011-05-10,17,0.039,Crack
AIS 08,Fortaleza,Terça,2011-05-10,16,0.004,Crack
AIS 08,Fortaleza,Terça,2011-05-10,16,0.0005,Cocaína
AIS 03,Fortaleza,Terça,2011-05-10,17,0.001,Maconha
AIS 02,Fortaleza,Terça,2011-05-10,12,0.025,Maconha
AIS 02,Fortaleza,Terça,2011-05-10,12,0.012,Maconha
AIS 02,Fortaleza,Terça,2011-05-10,17,0.0025,Crack
AIS 01,Fortaleza,Terça,2011-05-10,03,0.0012,Cocaína
AIS 03,Fortaleza,Terça,2011-05-10,16,0.009,Crack
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.577,Maconha
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.4934,Maconha
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.1015,Maconha
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.0843,Maconha
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.0725,Crack
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.029,Crack
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.0028,Maconha
AIS 04,Fortaleza,Quarta,2011-05-11,16,0.0028,Cocaína
AIS 06,Fortaleza,Quarta,2011-05-11,16,0.032,Maconha
AIS 08,Fortaleza,Quarta,2011-05-11,18,0.008,Crack
AIS 06,Fortaleza,Quarta,2011-05-11,11,0.06,Maconha
AIS 06,Fortaleza,Quarta,2011-05-11,11,0.01,Maconha
AIS 06,Fortaleza,Quarta,2011-05-11,11,0.01,Crack
AIS 02,Fortaleza,Quarta,2011-05-11,13,0.028,Crack
AIS 02,Fortaleza,Quarta,2011-05-11,13,0.025,Crack
AIS 02,Fortaleza,Quarta,2011-05-11,13,0.0035,Crack
AIS 07,Fortaleza,Quarta,2011-05-11,15,0.016,Crack
AIS 02,Fortaleza,Quarta,2011-05-11,13,0.039,Maconha
AIS 07,Fortaleza,Quarta,2011-05-11,10,0.0055,Maconha
AIS 08,Fortaleza,Quarta,2011-05-11,04,0.008,Maconha
AIS 08,Fortaleza,Quarta,2011-05-11,04,0.004,Cocaína
AIS 08,Fortaleza,Quarta,2011-05-11,04,0.001,Crack
AIS 08,Fortaleza,Quinta,2011-05-12,16,0.8,Maconha
AIS 08,Fortaleza,Quinta,2011-05-12,16,0.13,Maconha
AIS 08,Fortaleza,Quinta,2011-05-12,16,0.03,Cocaína
AIS 02,Fortaleza,Quinta,2011-05-12,10,0.004,Crack
AIS 04,Fortaleza,Quinta,2011-05-12,20,0.0012,Maconha
AIS 07,Fortaleza,Quinta,2011-05-12,13,0.102,Maconha
AIS 07,Fortaleza,Quinta,2011-05-12,19,0.0298,Maconha
AIS 07,Fortaleza,Quinta,2011-05-12,19,0.029,Maconha
AIS 07,Fortaleza,Quinta,2011-05-12,19,0.0049,Crack
AIS 02,Fortaleza,Sexta,2011-05-13,16,4.9,Cocaína
AIS 02,Fortaleza,Sexta,2011-05-13,13,0.0028,Cocaína
AIS 05,Fortaleza,Sexta,2011-05-13,10,0.05,Cocaína
AIS 03,Fortaleza,Sexta,2011-05-13,17,0.11,Cocaína
AIS 03,Fortaleza,Sexta,2011-05-13,17,0.01,Maconha
AIS 09,Fortaleza,Sexta,2011-05-13,17,0.0153,Crack
AIS 09,Fortaleza,Sexta,2011-05-13,17,0.0083,Maconha
AIS 08,Fortaleza,Sexta,2011-05-13,13,0.014,Maconha
AIS 10,Fortaleza,Sexta,2011-05-13,13,0.009,Maconha
AIS 10,Fortaleza,Sexta,2011-05-13,13,0.0005,Maconha
AIS 07,Fortaleza,Sexta,2011-05-13,10,0.032,Cocaína
AIS 02,Fortaleza,Sábado,2011-05-14,11,0.07,Maconha
AIS 10,Fortaleza,Sábado,2011-05-14,01,0.0001,Cocaína
AIS 09,Fortaleza,Sábado,2011-05-14,22,0.0315,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2011-05-15,20,0.015,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2011-05-15,20,0.014,Crack
AIS 08,Fortaleza,Domingo,2011-05-15,23,1.172,Maconha
AIS 08,Fortaleza,Domingo,2011-05-15,23,0.31,Cocaína
AIS 08,Fortaleza,Domingo,2011-05-15,23,0.014,Cocaína
AIS 09,Fortaleza,Segunda,2011-05-16,15,0.038,Crack
AIS 09,Fortaleza,Segunda,2011-05-16,15,0.001,Maconha
AIS 10,Fortaleza,Segunda,2011-05-16,16,0.0076,Crack
AIS 07,Fortaleza,Segunda,2011-05-16,16,0.0395,Maconha
AIS 03,Fortaleza,Segunda,2011-05-16,15,0.02,Cocaína
AIS 07,Fortaleza,Segunda,2011-05-16,11,0.3,Maconha
AIS 08,Fortaleza,Segunda,2011-05-16,01,0.31,Crack
AIS 08,Fortaleza,Segunda,2011-05-16,01,0.014,Cocaína
AIS 01,Fortaleza,Terça,2011-05-17,14,0.009,Crack
AIS 03,Fortaleza,Terça,2011-05-17,11,0.0019,Crack
AIS 03,Fortaleza,Terça,2011-05-17,11,0.0012,Cocaína
AIS 04,Fortaleza,Terça,2011-05-17,19,0.027,Crack
AIS 04,Fortaleza,Terça,2011-05-17,19,0.015,Crack
AIS 04,Fortaleza,Terça,2011-05-17,19,0.012,Crack
AIS 04,Fortaleza,Terça,2011-05-17,19,0.002,Maconha
AIS 02,Fortaleza,Terça,2011-05-17,11,0.0007,Crack
AIS 05,Fortaleza,Terça,2011-05-17,16,0.123,Maconha
AIS 04,Fortaleza,Terça,2011-05-17,10,0.0035,Maconha
AIS 03,Fortaleza,Terça,2011-05-17,21,0.003,Cocaína
AIS 03,Fortaleza,Terça,2011-05-17,21,0.003,Crack
AIS 09,Fortaleza,Terça,2011-05-17,18,0.005,Crack
AIS 01,Fortaleza,Terça,2011-05-17,20,0.0006,Maconha
AIS 01,Fortaleza,Terça,2011-05-17,19,0.05,Cocaína
AIS 02,Fortaleza,Quarta,2011-05-18,15,0.01,Cocaína
AIS 06,Fortaleza,Quarta,2011-05-18,15,0.074,Cocaína
AIS 04,Fortaleza,Quarta,2011-05-18,18,0.04,Maconha
AIS 03,Fortaleza,Quarta,2011-05-18,14,0.0148,Crack
AIS 03,Fortaleza,Quarta,2011-05-18,14,0.005,Crack
AIS 03,Fortaleza,Quarta,2011-05-18,14,0.0015,Maconha
AIS 03,Fortaleza,Quarta,2011-05-18,21,1.8,Crack
AIS 03,Fortaleza,Quarta,2011-05-18,21,0.18,Maconha
AIS 03,Fortaleza,Quarta,2011-05-18,21,0.0095,Maconha
AIS 05,Fortaleza,Quarta,2011-05-18,07,0.0024,Crack
AIS 05,Fortaleza,Quarta,2011-05-18,07,0.0019,Cocaína
AIS 08,Fortaleza,Quarta,2011-05-18,07,0.02,Maconha
AIS 03,Fortaleza,Quinta,2011-05-19,11,0.0005,Crack
AIS 09,Fortaleza,Quinta,2011-05-19,10,1.5,Cocaína
AIS 09,Fortaleza,Quinta,2011-05-19,13,0.414,Crack
AIS 09,Fortaleza,Quinta,2011-05-19,13,0.1,Cocaína
AIS 09,Fortaleza,Quinta,2011-05-19,10,0.022,Maconha
AIS 05,Fortaleza,Quinta,2011-05-19,20,0.026,Crack
AIS 04,Fortaleza,Quinta,2011-05-19,20,0.08,Crack
AIS 01,Fortaleza,Quinta,2011-05-19,02,0.001,Crack
AIS 10,Fortaleza,Quinta,2011-05-19,18,0.078,Maconha
AIS 07,Fortaleza,Sexta,2011-05-20,17,0.068,Maconha
AIS 07,Fortaleza,Sexta,2011-05-20,17,0.027,Crack
AIS 10,Fortaleza,Sexta,2011-05-20,20,0.0057,Cocaína
AIS 10,Fortaleza,Sexta,2011-05-20,19,0.0055,Cocaína
AIS 09,Fortaleza,Sexta,2011-05-20,18,0.0025,Crack
AIS 10,Fortaleza,Sexta,2011-05-20,17,6.7,Cocaína
AIS 09,Fortaleza,Sábado,2011-05-21,18,0.16,Maconha
AIS 01,Fortaleza,Sábado,2011-05-21,01,0.007,Crack
AIS 10,Fortaleza,Sábado,2011-05-21,10,0.1,Cocaína
AIS 01,Fortaleza,Sábado,2011-05-21,11,0.012,Maconha
AIS 08,Fortaleza,Domingo,2011-05-22,17,0.002,Crack
AIS 03,Fortaleza,Domingo,2011-05-22,18,0.012,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-22,02,0.004,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-22,12,5e-05,Crack
AIS 08,Fortaleza,Domingo,2011-05-22,19,0.016,Crack
AIS 09,Fortaleza,Domingo,2011-05-22,14,0.065,Maconha
AIS 09,Fortaleza,Segunda,2011-05-23,16,0.023,Crack
AIS 08,Fortaleza,Terça,2011-05-24,12,0.04,Crack
AIS 02,Fortaleza,Terça,2011-05-24,18,0.055,Maconha
AIS 07,Fortaleza,Terça,2011-05-24,12,0.0019,Crack
AIS 07,Fortaleza,Terça,2011-05-24,12,0.0008,Maconha
AIS 09,Fortaleza,Terça,2011-05-24,18,0.005,Cocaína
AIS 01,Fortaleza,Terça,2011-05-24,21,0.004,Cocaína
AIS 07,Fortaleza,Quarta,2011-05-25,19,0.5,Maconha
AIS 05,Fortaleza,Quinta,2011-05-26,11,2.15,Maconha
AIS 03,Fortaleza,Quinta,2011-05-26,16,0.005,Crack
AIS 02,Fortaleza,Quinta,2011-05-26,19,1.0,Maconha
AIS 02,Fortaleza,Quinta,2011-05-26,15,0.0035,Crack
AIS 08,Fortaleza,Quinta,2011-05-26,15,0.006,Maconha
AIS 10,Fortaleza,Quinta,2011-05-26,09,0.126,Cocaína
AIS 10,Fortaleza,Quinta,2011-05-26,09,0.03,Cocaína
AIS 04,Fortaleza,Quinta,2011-05-26,13,0.004,Crack
AIS 06,Fortaleza,Quinta,2011-05-26,15,0.057,Crack
AIS 10,Fortaleza,Sexta,2011-05-27,18,0.12,Maconha
AIS 02,Fortaleza,Sexta,2011-05-27,11,0.0066,Crack
AIS 09,Fortaleza,Sexta,2011-05-27,10,0.0057,Maconha
AIS 09,Fortaleza,Sexta,2011-05-27,10,0.0032,Crack
AIS 08,Fortaleza,Sexta,2011-05-27,08,0.0156,Maconha
AIS 03,Fortaleza,Sexta,2011-05-27,09,0.001,Crack
AIS 07,Fortaleza,Sexta,2011-05-27,19,0.002,Cocaína
AIS 06,Fortaleza,Sexta,2011-05-27,23,0.005,Crack
AIS 06,Fortaleza,Sábado,2011-05-28,11,0.02,Crack
AIS 06,Fortaleza,Sábado,2011-05-28,10,0.005,Crack
AIS 04,Fortaleza,Sábado,2011-05-28,13,0.001,Maconha
AIS 04,Fortaleza,Domingo,2011-05-29,19,0.014,Maconha
AIS 04,Fortaleza,Domingo,2011-05-29,19,0.001,Cocaína
AIS 02,Fortaleza,Domingo,2011-05-29,10,0.003,Cocaína
AIS 03,Fortaleza,Domingo,2011-05-29,01,1.05,Maconha
AIS 07,Fortaleza,Domingo,2011-05-29,22,0.193,Crack
AIS 07,Fortaleza,Domingo,2011-05-29,22,0.0806,Cocaína
AIS 07,Fortaleza,Domingo,2011-05-29,22,0.014,Crack
AIS 07,Fortaleza,Domingo,2011-05-29,22,0.0114,Cocaína
AIS 03,Fortaleza,Domingo,2011-05-29,01,0.003,Crack
AIS 03,Fortaleza,Domingo,2011-05-29,01,0.0012,Maconha
AIS 04,Fortaleza,Domingo,2011-05-29,22,0.026,Crack
AIS 04,Fortaleza,Domingo,2011-05-29,22,0.025,Crack
AIS 05,Fortaleza,Domingo,2011-05-29,00,0.012,Crack
AIS 05,Fortaleza,Domingo,2011-05-29,00,0.005,Cocaína
AIS 05,Fortaleza,Segunda,2011-05-30,22,2.014,Maconha
AIS 07,Fortaleza,Segunda,2011-05-30,11,0.341,Maconha
AIS 03,Fortaleza,Segunda,2011-05-30,16,0.008,Crack
AIS 03,Fortaleza,Segunda,2011-05-30,16,0.001,Cocaína
AIS 05,Fortaleza,Terça,2011-05-31,17,0.011,Crack
AIS 05,Fortaleza,Terça,2011-05-31,17,0.001,Crack
AIS 05,Fortaleza,Terça,2011-05-31,17,0.001,Cocaína
AIS 05,Fortaleza,Terça,2011-05-31,17,0.0005,Maconha
AIS 07,Fortaleza,Terça,2011-05-31,15,0.013,Crack
AIS 07,Fortaleza,Terça,2011-05-31,15,0.002,Cocaína
AIS 08,Fortaleza,Terça,2011-05-31,14,0.015,Maconha
AIS 02,Fortaleza,Quarta,2011-06-01,13,0.47,Cocaína
AIS 09,Fortaleza,Quarta,2011-06-01,21,0.001,Crack
AIS 09,Fortaleza,Quarta,2011-06-01,10,0.01203,Maconha
AIS 05,Fortaleza,Quarta,2011-06-01,04,0.008,Crack
AIS 07,Fortaleza,Quinta,2011-06-02,15,0.00045,Crack
AIS 08,Fortaleza,Quinta,2011-06-02,11,0.15,Maconha
AIS 03,Fortaleza,Quinta,2011-06-02,18,0.198,Crack
